,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner_team,goal_difference
28925,2007-06-17,Angola,Swaziland,3,0,African Cup of Nations qualification,Luanda,Angola,False,Angola,3
28926,2007-06-17,Benin,Togo,4,1,African Cup of Nations qualification,Cotonou,Benin,False,Benin,3
28927,2007-06-17,Cameroon,Rwanda,2,1,African Cup of Nations qualification,Garoua,Cameroon,False,Cameroon,1
28928,2007-06-17,Congo,South Africa,1,1,African Cup of Nations qualification,Pointe-Noire,Congo,False,Draw,0
28929,2007-06-17,Guam,Taiwan,0,10,EAFF Championship,Macau,Macau,True,Taiwan,10
28930,2007-06-17,Honduras,Guadeloupe,1,2,Gold Cup,Houston,USA,True,Guadeloupe,1
28931,2007-06-17,Liberia,Equatorial Guinea,0,0,African Cup of Nations qualification,Monrovia,Liberia,False,Draw,0
28932,2007-06-17,Libya,Ethiopia,3,1,African Cup of Nations qualification,Tripoli,Libya,False,Libya,2
28933,2007-06-17,Macau,Mongolia,0,0,EAFF Championship,Macau,Macau,False,Draw,0
28934,2007-06-17,Madagascar,Gabon,0,2,African Cup of Nations qualification,Antananarivo,Madagascar,False,Gabon,2
28935,2007-06-17,Mali,Sierra Leone,6,0,African Cup of Nations qualification,Bamako,Mali,False,Mali,6
28936,2007-06-17,Mexico,Costa Rica,1,0,Gold Cup,Houston,USA,True,Mexico,1
28937,2007-06-17,Mozambique,Senegal,0,0,African Cup of Nations qualification,Maputo,Mozambique,False,Draw,0
28938,2007-06-17,Niger,Nigeria,1,3,African Cup of Nations qualification,Niamey,Niger,False,Nigeria,2
28939,2007-06-18,Jordan,Syria,0,1,WAFF Championship,Amman,Jordan,False,Syria,1
28940,2007-06-18,Malaysia,Cambodia,6,0,Friendly,Shah Alam,Malaysia,False,Malaysia,6
28941,2007-06-18,Palestine,Iraq,0,1,WAFF Championship,Amman,Jordan,True,Iraq,1
28942,2007-06-19,Hong Kong,Taiwan,1,1,EAFF Championship,Macau,Macau,True,Draw,0
28943,2007-06-19,Korea DPR,Mongolia,7,0,EAFF Championship,Macau,Macau,True,Korea DPR,7
28944,2007-06-19,Lesotho,Uganda,0,0,African Cup of Nations qualification,Maseru,Lesotho,False,Draw,0
28945,2007-06-20,Bolivia,Paraguay,0,0,Friendly,Santa Cruz,Bolivia,False,Draw,0
28946,2007-06-20,Iran,Palestine,2,0,WAFF Championship,Amman,Jordan,True,Iran,2
28947,2007-06-20,Jordan,Lebanon,3,0,WAFF Championship,Amman,Jordan,False,Jordan,3
28948,2007-06-21,Hong Kong,Guam,15,1,EAFF Championship,Macau,Macau,True,Hong Kong,14
28949,2007-06-21,Indonesia,Jamaica,2,1,Friendly,Jakarta,Indonesia,False,Indonesia,1
28950,2007-06-21,Macau,Korea DPR,1,7,EAFF Championship,Macau,Macau,False,Korea DPR,6
28951,2007-06-21,Malaysia,United Arab Emirates,1,3,Friendly,Petaling Jaya,Malaysia,False,United Arab Emirates,2
28952,2007-06-21,Mexico,Guadeloupe,1,0,Gold Cup,Chicago,USA,True,Mexico,1
28953,2007-06-21,USA,Canada,2,1,Gold Cup,Chicago,USA,False,USA,1
28954,2007-06-22,Jordan,Iran,0,1,WAFF Championship,Amman,Jordan,False,Iran,1
28955,2007-06-22,Syria,Iraq,0,3,WAFF Championship,Amman,Jordan,True,Iraq,3
28956,2007-06-23,Colombia,Ecuador,3,1,Friendly,Barranquilla,Colombia,False,Colombia,2
28957,2007-06-23,Mongolia,Guam,5,2,EAFF Championship,Macau,Macau,True,Mongolia,3
28958,2007-06-24,Indonesia,Oman,0,1,Friendly,Jakarta,Indonesia,False,Oman,1
28959,2007-06-24,Iraq,Iran,1,2,WAFF Championship,Amman,Jordan,True,Iran,1
28960,2007-06-24,Korea DPR,Hong Kong,1,0,EAFF Championship,Macau,Macau,True,Korea DPR,1
28961,2007-06-24,Singapore,Korea DPR,2,1,Friendly,Singapore,Singapore,False,Singapore,1
28962,2007-06-24,United Arab Emirates,Saudi Arabia,0,2,Friendly,Singapore,Singapore,True,Saudi Arabia,2
28963,2007-06-24,USA,Mexico,2,1,Gold Cup,Chicago,USA,False,USA,1
28964,2007-06-24,Vietnam,Jamaica,3,0,Friendly,Hanoi,Vietnam,False,Vietnam,3
28965,2007-06-25,Qatar,Turkmenistan,1,0,Friendly,Doha,Qatar,False,Qatar,1
28966,2007-06-26,Uruguay,Peru,0,3,Copa América,Mérida,Venezuela,True,Peru,3
28967,2007-06-26,Venezuela,Bolivia,2,2,Copa América,San Cristóbal,Venezuela,False,Draw,0
28968,2007-06-27,Brazil,Mexico,0,2,Copa América,Puerto Ordaz,Venezuela,True,Mexico,2
28969,2007-06-27,Ecuador,Chile,2,3,Copa América,Puerto Ordaz,Venezuela,True,Chile,1
28970,2007-06-27,Singapore,Saudi Arabia,1,2,Friendly,Singapore,Singapore,False,Saudi Arabia,1
28971,2007-06-27,United Arab Emirates,Bahrain,2,2,Friendly,Petaling Jaya,Malaysia,True,Draw,0
28972,2007-06-28,Argentina,USA,4,1,Copa América,Maracaibo,Venezuela,True,Argentina,3
28973,2007-06-28,Malaysia,Jamaica,0,2,Friendly,Kuala Lumpur,Malaysia,False,Jamaica,2
28974,2007-06-28,Oman,Korea DPR,2,2,Friendly,Singapore,Singapore,True,Draw,0
28975,2007-06-28,Paraguay,Colombia,5,0,Copa América,Barinas,Venezuela,True,Paraguay,5
28976,2007-06-29,Korea Republic,Iraq,3,0,Friendly,Seogwipo,Korea Republic,False,Korea Republic,3
28977,2007-06-30,Bolivia,Uruguay,0,1,Copa América,San Cristóbal,Venezuela,True,Uruguay,1
28978,2007-06-30,Singapore,Australia,0,3,Friendly,Singapore,Singapore,False,Australia,3
28979,2007-06-30,Thailand,Qatar,1,1,Friendly,Bangkok,Thailand,False,Draw,0
28980,2007-06-30,Venezuela,Peru,2,0,Copa América,San Cristóbal,Venezuela,False,Venezuela,2
28981,2007-06-30,Vietnam,Bahrain,5,3,Friendly,Hanoi,Vietnam,False,Vietnam,2
28982,2007-07-01,Brazil,Chile,3,0,Copa América,Maturín,Venezuela,True,Brazil,3
28983,2007-07-01,Mexico,Ecuador,2,1,Copa América,Maturín,Venezuela,True,Mexico,1
28984,2007-07-01,Oman,Saudi Arabia,1,1,Friendly,Singapore,Singapore,True,Draw,0
28985,2007-07-01,United Arab Emirates,Korea DPR,1,0,Friendly,Singapore,Singapore,True,United Arab Emirates,1
28986,2007-07-02,Argentina,Colombia,4,2,Copa América,Maracaibo,Venezuela,True,Argentina,2
28987,2007-07-02,Iran,Jamaica,8,1,Friendly,Teheran,Iran,False,Iran,7
28988,2007-07-02,Iraq,Uzbekistan,0,2,Friendly,Paju,Korea Republic,True,Uzbekistan,2
28989,2007-07-02,Thailand,Qatar,2,0,Friendly,Bangkok,Thailand,False,Thailand,2
28990,2007-07-02,USA,Paraguay,1,3,Copa América,Barinas,Venezuela,True,Paraguay,2
28991,2007-07-03,Peru,Bolivia,2,2,Copa América,Mérida,Venezuela,True,Draw,0
28992,2007-07-03,Venezuela,Uruguay,0,0,Copa América,Mérida,Venezuela,False,Draw,0
28993,2007-07-04,Brazil,Ecuador,1,0,Copa América,Puerto la Cruz,Venezuela,True,Brazil,1
28994,2007-07-04,Mexico,Chile,0,0,Copa América,Puerto la Cruz,Venezuela,True,Draw,0
28995,2007-07-04,Saudi Arabia,Korea DPR,1,1,Friendly,Singapore,Singapore,True,Draw,0
28996,2007-07-05,Argentina,Paraguay,1,0,Copa América,Barquisimeto,Venezuela,True,Argentina,1
28997,2007-07-05,Colombia,USA,1,0,Copa América,Barquisimeto,Venezuela,True,Colombia,1
28998,2007-07-05,Korea Republic,Uzbekistan,2,1,Friendly,Seoul,Korea Republic,False,Korea Republic,1
28999,2007-07-06,Malawi,Namibia,1,2,Friendly,Blantyre,Malawi,False,Namibia,1
29000,2007-07-07,Chile,Brazil,1,6,Copa América,Puerto la Cruz,Venezuela,True,Brazil,5
29001,2007-07-07,Thailand,Iraq,1,1,AFC Asian Cup,Bangkok,Thailand,False,Draw,0
29002,2007-07-07,Venezuela,Uruguay,1,4,Copa América,San Cristóbal,Venezuela,False,Uruguay,3
29003,2007-07-08,Argentina,Peru,4,0,Copa América,Barquisimeto,Venezuela,True,Argentina,4
29004,2007-07-08,Australia,Oman,1,1,AFC Asian Cup,Bangkok,Thailand,True,Draw,0
29005,2007-07-08,Mexico,Paraguay,6,0,Copa América,Maturín,Venezuela,True,Mexico,6
29006,2007-07-08,Vietnam,United Arab Emirates,2,0,AFC Asian Cup,Hanoi,Vietnam,False,Vietnam,2
29007,2007-07-09,Japan,Qatar,1,1,AFC Asian Cup,Hanoi,Vietnam,True,Draw,0
29008,2007-07-10,Indonesia,Bahrain,2,1,AFC Asian Cup,Jakarta,Indonesia,False,Indonesia,1
29009,2007-07-10,Malaysia,China,1,5,AFC Asian Cup,Kuala Lumpur,Malaysia,False,China,4
29010,2007-07-10,Uruguay,Brazil,2,2,Copa América,Maracaibo,Venezuela,True,Draw,0
29011,2007-07-11,Iran,Uzbekistan,2,1,AFC Asian Cup,Kuala Lumpur,Malaysia,True,Iran,1
29012,2007-07-11,Korea Republic,Saudi Arabia,1,1,AFC Asian Cup,Jakarta,Indonesia,True,Draw,0
29013,2007-07-11,Mexico,Argentina,0,3,Copa América,Puerto Ordaz,Venezuela,True,Argentina,3
29014,2007-07-12,Thailand,Oman,2,0,AFC Asian Cup,Bangkok,Thailand,False,Thailand,2
29015,2007-07-12,Vietnam,Qatar,1,1,AFC Asian Cup,Hanoi,Vietnam,False,Draw,0
29016,2007-07-13,Iraq,Australia,3,1,AFC Asian Cup,Bangkok,Thailand,True,Iraq,2
29017,2007-07-13,Solomon Islands,Papua New Guinea,2,1,Friendly,Honiara,Solomon Islands,False,Solomon Islands,1
29018,2007-07-13,United Arab Emirates,Japan,1,3,AFC Asian Cup,Hanoi,Vietnam,True,Japan,2
29019,2007-07-14,Indonesia,Saudi Arabia,1,2,AFC Asian Cup,Jakarta,Indonesia,False,Saudi Arabia,1
29020,2007-07-14,Malaysia,Uzbekistan,0,5,AFC Asian Cup,Kuala Lumpur,Malaysia,False,Uzbekistan,5
29021,2007-07-14,Mexico,Uruguay,3,1,Copa América,Caracas,Venezuela,True,Mexico,2
29022,2007-07-15,Bahrain,Korea Republic,2,1,AFC Asian Cup,Jakarta,Indonesia,True,Bahrain,1
29023,2007-07-15,Brazil,Argentina,3,0,Copa América,Maracaibo,Venezuela,True,Brazil,3
29024,2007-07-15,China,Iran,2,2,AFC Asian Cup,Kuala Lumpur,Malaysia,True,Draw,0
29025,2007-07-16,Oman,Iraq,0,0,AFC Asian Cup,Bangkok,Thailand,True,Draw,0
29026,2007-07-16,Qatar,United Arab Emirates,1,2,AFC Asian Cup,Ho Chi Minh City,Vietnam,True,United Arab Emirates,1
29027,2007-07-16,Thailand,Australia,0,4,AFC Asian Cup,Bangkok,Thailand,False,Australia,4
29028,2007-07-16,Vietnam,Japan,1,4,AFC Asian Cup,Hanoi,Vietnam,False,Japan,3
29029,2007-07-17,New Caledonia,Vanuatu,5,3,Friendly,Nouméa,New Caledonia,False,New Caledonia,2
29030,2007-07-18,Indonesia,Korea Republic,0,1,AFC Asian Cup,Jakarta,Indonesia,False,Korea Republic,1
29031,2007-07-18,Malaysia,Iran,0,2,AFC Asian Cup,Kuala Lumpur,Malaysia,False,Iran,2
29032,2007-07-18,Saudi Arabia,Bahrain,4,0,AFC Asian Cup,Palembang,Indonesia,True,Saudi Arabia,4
29033,2007-07-18,Uzbekistan,China,3,0,AFC Asian Cup,Shah Alam,Malaysia,True,Uzbekistan,3
29034,2007-07-19,Madagascar,Mayotte,2,2,Friendly,Antananarivo,Madagascar,False,Draw,0
29035,2007-07-19,New Caledonia,Vanuatu,0,2,Friendly,Nouméa,New Caledonia,False,Vanuatu,2
29036,2007-07-21,Iraq,Vietnam,2,0,AFC Asian Cup,Bangkok,Thailand,True,Iraq,2
29037,2007-07-21,Japan,Australia,1,1,AFC Asian Cup,Hanoi,Vietnam,True,Draw,0
29038,2007-07-22,Iran,Korea Republic,0,0,AFC Asian Cup,Kuala Lumpur,Malaysia,True,Draw,0
29039,2007-07-22,Saudi Arabia,Uzbekistan,2,1,AFC Asian Cup,Jakarta,Indonesia,True,Saudi Arabia,1
29040,2007-07-23,Botswana,Zambia,0,0,Friendly,Orapa,Botswana,False,Draw,0
29041,2007-07-25,Iraq,Korea Republic,0,0,AFC Asian Cup,Kuala Lumpur,Malaysia,True,Draw,0
29042,2007-07-25,Japan,Saudi Arabia,2,3,AFC Asian Cup,Hanoi,Vietnam,True,Saudi Arabia,1
29043,2007-07-28,Angola,Lesotho,2,0,COSAFA Cup,Gaborone,Botswana,True,Angola,2
29044,2007-07-28,Botswana,Namibia,1,0,COSAFA Cup,Gaborone,Botswana,False,Botswana,1
29045,2007-07-28,Korea Republic,Japan,0,0,AFC Asian Cup,Palembang,Indonesia,True,Draw,0
29046,2007-07-29,Botswana,Angola,0,0,COSAFA Cup,Gaborone,Botswana,False,Draw,0
29047,2007-07-29,Iraq,Saudi Arabia,1,0,AFC Asian Cup,Jakarta,Indonesia,True,Iraq,1
29048,2007-07-29,Lesotho,Namibia,2,3,COSAFA Cup,Gaborone,Botswana,True,Namibia,1
29049,2007-07-29,Madagascar,Congo DR,0,0,Friendly,Antananarivo,Madagascar,False,Draw,0
29050,2007-08-17,India,Cambodia,6,0,Nehru Cup,New Delhi,India,False,India,6
29051,2007-08-18,Bangladesh,Syria,0,2,Nehru Cup,New Delhi,India,True,Syria,2
29052,2007-08-19,Kyrgyzstan,Cambodia,4,3,Nehru Cup,New Delhi,India,True,Kyrgyzstan,1
29053,2007-08-20,Burma,Lesotho,1,0,Merdeka Tournament,Petaling Jaya,Malaysia,True,Burma,1
29054,2007-08-20,India,Bangladesh,1,0,Nehru Cup,New Delhi,India,False,India,1
29055,2007-08-20,Mozambique,Zimbabwe,0,0,Friendly,Beira,Mozambique,False,Draw,0
29056,2007-08-21,Benin,Gabon,2,2,Friendly,Creil,France,True,Draw,0
29057,2007-08-21,Ghana,Senegal,1,1,Friendly,London,England,True,Draw,0
29058,2007-08-21,Syria,Kyrgyzstan,4,1,Nehru Cup,New Delhi,India,True,Syria,3
29059,2007-08-22,Albania,Malta,3,0,Friendly,Tirana,Albania,False,Albania,3
29060,2007-08-22,Algeria,Brazil,0,2,Friendly,Montpellier,France,True,Brazil,2
29061,2007-08-22,Armenia,Portugal,1,1,UEFA Euro qualification,Yerevan,Armenia,False,Draw,0
29062,2007-08-22,Austria,Czech Republic,1,1,Friendly,Vienna,Austria,False,Draw,0
29063,2007-08-22,Bangladesh,Cambodia,1,1,Nehru Cup,New Delhi,India,True,Draw,0
29064,2007-08-22,Belarus,Israel,2,1,Friendly,Minsk,Belarus,False,Belarus,1
29065,2007-08-22,Belgium,Serbia,3,2,UEFA Euro qualification,Brussels,Belgium,False,Belgium,1
29066,2007-08-22,Bosnia-Herzegovina,Croatia,3,5,Friendly,Sarajevo,Bosnia-Herzegovina,False,Croatia,2
29067,2007-08-22,Bulgaria,Wales,0,1,Friendly,Burgas,Bulgaria,False,Wales,1
29068,2007-08-22,Congo DR,Angola,3,1,Friendly,Kinshasa,Congo DR,False,Congo DR,2
29069,2007-08-22,Costa Rica,Peru,1,1,Friendly,San José,Costa Rica,False,Draw,0
29070,2007-08-22,Denmark,Ireland,0,4,Friendly,Århus,Denmark,False,Ireland,4
29071,2007-08-22,Ecuador,Bolivia,1,0,Friendly,Quito,Ecuador,False,Ecuador,1
29072,2007-08-22,El Salvador,Honduras,2,0,Friendly,San Salvador,El Salvador,False,El Salvador,2
29073,2007-08-22,England,Germany,1,2,Friendly,London,England,False,Germany,1
29074,2007-08-22,Estonia,Andorra,2,1,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,1
29075,2007-08-22,Finland,Kazakhstan,2,1,UEFA Euro qualification,Tampere,Finland,False,Finland,1
29076,2007-08-22,Greece,Spain,2,3,Friendly,Salonica,Greece,False,Spain,1
29077,2007-08-22,Hungary,Italy,3,1,Friendly,Budapest,Hungary,False,Hungary,2
29078,2007-08-22,Iceland,Canada,1,1,Friendly,Reykjavík,Iceland,False,Draw,0
29079,2007-08-22,Ivory Coast,Egypt,0,0,Friendly,Paris,France,True,Draw,0
29080,2007-08-22,Japan,Cameroon,2,0,Friendly,Ōita,Japan,False,Japan,2
29081,2007-08-22,Latvia,Moldova,1,2,Friendly,Riga,Latvia,False,Moldova,1
29082,2007-08-22,Lesotho,Laos,3,1,Merdeka Tournament,Petaling Jaya,Malaysia,True,Lesotho,2
29083,2007-08-22,Lithuania,Turkmenistan,2,1,Friendly,Kaunas,Lithuania,False,Lithuania,1
29084,2007-08-22,Luxembourg,Georgia,0,0,Friendly,Luxembourg,Luxembourg,False,Draw,0
29085,2007-08-22,Macedonia,Nigeria,0,0,Friendly,Skopje,Macedonia,False,Draw,0
29086,2007-08-22,Mali,Burkina Faso,3,2,Friendly,Paris,France,True,Mali,1
29087,2007-08-22,Mexico,Colombia,0,1,Friendly,Commerce City,USA,True,Colombia,1
29088,2007-08-22,Montenegro,Slovenia,1,1,Friendly,Podgorica,Montenegro,False,Draw,0
29089,2007-08-22,Northern Ireland,Liechtenstein,3,1,UEFA Euro qualification,Belfast,Northern Ireland,False,Northern Ireland,2
29090,2007-08-22,Norway,Argentina,2,1,Friendly,Oslo,Norway,False,Norway,1
29091,2007-08-22,Panama,Guatemala,2,1,Friendly,Panama City,Panama,False,Panama,1
29092,2007-08-22,Paraguay,Venezuela,1,1,Friendly,Asunción,Paraguay,False,Draw,0
29093,2007-08-22,Romania,Turkey,2,0,Friendly,Bucharest,Romania,False,Romania,2
29094,2007-08-22,Russia,Poland,2,2,Friendly,Moscow,Russia,False,Draw,0
29095,2007-08-22,San Marino,Cyprus,0,1,UEFA Euro qualification,Serravalle,San Marino,False,Cyprus,1
29096,2007-08-22,Scotland,South Africa,1,0,Friendly,Aberdeen,Scotland,False,Scotland,1
29097,2007-08-22,Slovakia,France,0,1,Friendly,Trnava,Slovakia,False,France,1
29098,2007-08-22,Sudan,Libya,1,0,Friendly,Khartoum,Sudan,False,Sudan,1
29099,2007-08-22,Sweden,USA,1,0,Friendly,Gothenburg,Sweden,False,Sweden,1
29100,2007-08-22,Switzerland,Netherlands,2,1,Friendly,Geneva,Switzerland,False,Switzerland,1
29101,2007-08-22,Tajikistan,Azerbaijan,2,3,Friendly,Dushanbe,Tajikistan,False,Azerbaijan,1
29102,2007-08-22,Togo,Zambia,3,1,Friendly,Lomé,Togo,False,Togo,2
29103,2007-08-22,Tunisia,Guinea,1,1,Friendly,Tunis,Tunisia,False,Draw,0
29104,2007-08-22,Ukraine,Uzbekistan,2,1,Friendly,Kyïv,Ukraine,False,Ukraine,1
29105,2007-08-23,India,Syria,2,3,Nehru Cup,New Delhi,India,False,Syria,1
29106,2007-08-24,Bangladesh,Kyrgyzstan,0,3,Nehru Cup,New Delhi,India,True,Kyrgyzstan,3
29107,2007-08-25,Burma,Laos,1,0,Merdeka Tournament,Shah Alam,Malaysia,True,Burma,1
29108,2007-08-25,Cambodia,Syria,1,5,Nehru Cup,New Delhi,India,True,Syria,4
29109,2007-08-25,Fiji,Tuvalu,16,0,South Pacific Games,Apia,Samoa,True,Fiji,16
29110,2007-08-25,Samoa,Vanuatu,0,4,South Pacific Games,Apia,Samoa,False,Vanuatu,4
29111,2007-08-25,Solomon Islands,American Samoa,12,1,South Pacific Games,Apia,Samoa,True,Solomon Islands,11
29112,2007-08-25,Tahiti,New Caledonia,0,1,South Pacific Games,Apia,Samoa,True,New Caledonia,1
29113,2007-08-26,India,Kyrgyzstan,3,0,Nehru Cup,New Delhi,India,False,India,3
29114,2007-08-27,Fiji,Cook Islands,4,0,South Pacific Games,Apia,Samoa,True,Fiji,4
29115,2007-08-27,Samoa,American Samoa,7,0,South Pacific Games,Apia,Samoa,False,Samoa,7
29116,2007-08-27,Solomon Islands,Tonga,4,0,South Pacific Games,Apia,Samoa,True,Solomon Islands,4
29117,2007-08-27,Tuvalu,New Caledonia,0,1,South Pacific Games,Apia,Samoa,True,New Caledonia,1
29118,2007-08-29,American Samoa,Vanuatu,0,15,South Pacific Games,Apia,Samoa,True,Vanuatu,15
29119,2007-08-29,India,Syria,1,0,Nehru Cup,New Delhi,India,False,India,1
29120,2007-08-29,New Caledonia,Cook Islands,3,0,South Pacific Games,Apia,Samoa,True,New Caledonia,3
29121,2007-08-29,Samoa,Tonga,2,1,South Pacific Games,Apia,Samoa,False,Samoa,1
29122,2007-08-29,Tuvalu,Tahiti,1,1,South Pacific Games,Apia,Samoa,True,Draw,0
29123,2007-09-01,Cook Islands,Tuvalu,4,1,South Pacific Games,Apia,Samoa,True,Cook Islands,3
29124,2007-09-01,Tahiti,Fiji,0,4,South Pacific Games,Apia,Samoa,True,Fiji,4
29125,2007-09-01,Tanzania,Uganda,1,0,Friendly,Dar es Salaam,Tanzania,False,Tanzania,1
29126,2007-09-01,Tonga,American Samoa,4,0,South Pacific Games,Apia,Samoa,True,Tonga,4
29127,2007-09-01,Vanuatu,Solomon Islands,0,2,South Pacific Games,Apia,Samoa,True,Solomon Islands,2
29128,2007-09-03,Cook Islands,Tahiti,0,1,South Pacific Games,Apia,Samoa,True,Tahiti,1
29129,2007-09-03,New Caledonia,Fiji,1,1,South Pacific Games,Apia,Samoa,True,Draw,0
29130,2007-09-03,Samoa,Solomon Islands,0,3,South Pacific Games,Apia,Samoa,False,Solomon Islands,3
29131,2007-09-03,Tonga,Vanuatu,1,4,South Pacific Games,Apia,Samoa,True,Vanuatu,3
29132,2007-09-05,Fiji,Vanuatu,3,0,South Pacific Games,Apia,Samoa,True,Fiji,3
29133,2007-09-05,Solomon Islands,New Caledonia,2,3,South Pacific Games,Apia,Samoa,True,New Caledonia,1
29134,2007-09-07,Austria,Japan,0,0,Friendly,Klagenfurt,Austria,False,Draw,0
29135,2007-09-07,Bahrain,Jordan,1,3,Friendly,Muharraq,Bahrain,False,Jordan,2
29136,2007-09-07,New Caledonia,Fiji,1,0,South Pacific Games,Apia,Samoa,True,New Caledonia,1
29137,2007-09-07,Solomon Islands,Vanuatu,0,2,South Pacific Games,Apia,Samoa,True,Vanuatu,2
29138,2007-09-07,Switzerland,Chile,2,1,Friendly,Vienna,Austria,True,Switzerland,1
29139,2007-09-08,Belarus,Romania,1,3,UEFA Euro qualification,Minsk,Belarus,False,Romania,2
29140,2007-09-08,Congo DR,Libya,1,1,African Cup of Nations qualification,Kinshasa,Congo DR,False,Draw,0
29141,2007-09-08,Croatia,Estonia,2,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia,2
29142,2007-09-08,Cyprus,Armenia,3,1,Friendly,Achna,Cyprus,False,Cyprus,2
29143,2007-09-08,Ecuador,El Salvador,5,1,Friendly,Quito,Ecuador,False,Ecuador,4
29144,2007-09-08,England,Israel,3,0,UEFA Euro qualification,London,England,False,England,3
29145,2007-09-08,Ethiopia,Namibia,2,3,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,Namibia,1
29146,2007-09-08,Gabon,Ivory Coast,0,0,African Cup of Nations qualification,Libreville,Gabon,False,Draw,0
29147,2007-09-08,Georgia,Ukraine,1,1,UEFA Euro qualification,Tbilisi,Georgia,False,Draw,0
29148,2007-09-08,Hungary,Bosnia-Herzegovina,1,0,UEFA Euro qualification,Székesfehérvár,Hungary,False,Hungary,1
29149,2007-09-08,Iceland,Spain,1,1,UEFA Euro qualification,Reykjavík,Iceland,False,Draw,0
29150,2007-09-08,Italy,France,0,0,UEFA Euro qualification,Milan,Italy,False,Draw,0
29151,2007-09-08,Kazakhstan,Tajikistan,1,1,Friendly,Almaty,Kazakhstan,False,Draw,0
29152,2007-09-08,Kenya,Angola,2,1,African Cup of Nations qualification,Nairobi,Kenya,False,Kenya,1
29153,2007-09-08,Latvia,Northern Ireland,1,0,UEFA Euro qualification,Riga,Latvia,False,Latvia,1
29154,2007-09-08,Luxembourg,Slovenia,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,False,Slovenia,3
29155,2007-09-08,Malta,Turkey,2,2,UEFA Euro qualification,Attard,Malta,False,Draw,0
29156,2007-09-08,Moldova,Norway,0,1,UEFA Euro qualification,Chişinău,Moldova,False,Norway,1
29157,2007-09-08,Morocco,Ghana,0,2,Friendly,Rouen,France,True,Ghana,2
29158,2007-09-08,Netherlands,Bulgaria,2,0,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands,2
29159,2007-09-08,Nigeria,Lesotho,2,0,African Cup of Nations qualification,Warri,Nigeria,False,Nigeria,2
29160,2007-09-08,Peru,Colombia,2,2,Friendly,Lima,Peru,False,Draw,0
29161,2007-09-08,Portugal,Poland,2,2,UEFA Euro qualification,Lisbon,Portugal,False,Draw,0
29162,2007-09-08,Russia,Macedonia,3,0,UEFA Euro qualification,Moscow,Russia,False,Russia,3
29163,2007-09-08,Rwanda,Liberia,4,0,African Cup of Nations qualification,Kigali,Rwanda,False,Rwanda,4
29164,2007-09-08,San Marino,Czech Republic,0,3,UEFA Euro qualification,Serravalle,San Marino,False,Czech Republic,3
29165,2007-09-08,Scotland,Lithuania,3,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland,2
29166,2007-09-08,Senegal,Burkina Faso,5,1,African Cup of Nations qualification,Dakar,Senegal,False,Senegal,4
29167,2007-09-08,Serbia,Finland,0,0,UEFA Euro qualification,Belgrade,Serbia,False,Draw,0
29168,2007-09-08,Slovakia,Ireland,2,2,UEFA Euro qualification,Bratislava,Slovakia,False,Draw,0
29169,2007-09-08,Sweden,Denmark,0,0,UEFA Euro qualification,Solna,Sweden,False,Draw,0
29170,2007-09-08,Tanzania,Mozambique,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,Mozambique,1
29171,2007-09-08,Uganda,Niger,3,1,African Cup of Nations qualification,Kampala,Uganda,False,Uganda,2
29172,2007-09-08,Venezuela,Paraguay,3,2,Friendly,Puerto Ordaz,Venezuela,False,Venezuela,1
29173,2007-09-08,Wales,Germany,0,2,UEFA Euro qualification,Cardiff,Wales,False,Germany,2
29174,2007-09-09,Burundi,Egypt,0,0,African Cup of Nations qualification,Bujumbura,Burundi,False,Draw,0
29175,2007-09-09,Chad,Congo,1,1,African Cup of Nations qualification,N'Djamena,Chad,False,Draw,0
29176,2007-09-09,Costa Rica,Honduras,0,0,Friendly,East Hartford,USA,True,Draw,0
29177,2007-09-09,Equatorial Guinea,Cameroon,1,0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,Equatorial Guinea,1
29178,2007-09-09,Gambia,Algeria,2,1,African Cup of Nations qualification,Bakau,Gambia,False,Gambia,1
29179,2007-09-09,Guinea,Cape Verde,4,0,African Cup of Nations qualification,Conakry,Guinea,False,Guinea,4
29180,2007-09-09,Mauritius,Seychelles,1,1,African Cup of Nations qualification,Curepipe,Mauritius,False,Draw,0
29181,2007-09-09,Mexico,Panama,1,0,Friendly,Puebla,Mexico,False,Mexico,1
29182,2007-09-09,South Africa,Zambia,1,3,African Cup of Nations qualification,Cape Town,South Africa,False,Zambia,2
29183,2007-09-09,Sudan,Tunisia,3,2,African Cup of Nations qualification,Khartoum,Sudan,False,Sudan,1
29184,2007-09-09,Swaziland,Eritrea,0,0,African Cup of Nations qualification,Manzini,Swaziland,False,Draw,0
29185,2007-09-09,USA,Brazil,2,4,Friendly,Chicago,USA,False,Brazil,2
29186,2007-09-09,Zimbabwe,Malawi,3,1,African Cup of Nations qualification,Bulawayo,Zimbabwe,False,Zimbabwe,2
29187,2007-09-11,Australia,Argentina,0,1,Friendly,Melbourne,Australia,False,Argentina,1
29188,2007-09-11,Austria,Chile,0,2,Friendly,Vienna,Austria,False,Chile,2
